Day,Time_hr,Total_hr,Freq_Hz,Bus1_V_pu,Bus1_Ang_deg,Bus2_V_pu,Bus2_Ang_deg,Bus3_V_pu,Bus3_Ang_deg,PV_P_kW,PV_Q_kVAR,ESS_P_kW,ESS_Q_kVAR,Load1_P_kW,Load1_Q_kVAR,Load2_P_kW,Load2_Q_kVAR,Load3_P_kW,Load3_Q_kVAR
5,22.0,142.0,60.0,0.9973829754912866,0.027432047193870303,0.9999989626205923,4.457663481380801e-05,0.998954240995273,0.01098237341641926,3.453125093246042,2.589843785331225,3.453125093246042,2.589843785331225,3.453125670968945,2.5898440892558434,3.45312500016233,2.5898437499966955,3.453125093246042,2.589843785331225
5,22.25,142.25,60.0,0.9974166948261431,0.027078609842930253,0.9999989759699905,4.400351735611543e-05,0.9989676938496482,0.010841096267675753,3.4087500914067475,2.5565625343975333,3.4087500914067475,2.5565625343975333,3.4087506582793257,2.556562831860322,3.4087500001591193,2.556562499996532,3.4087500914067475,2.5565625343975333
5,22.5,142.5,60.0,0.9974504118376565,0.026725196436905716,0.9999989893189084,4.3430413629754996e-05,0.998981146335163,0.010699822930078828,3.364375089584458,2.5232812834764795,3.364375089584458,2.5232812834764795,3.3643756457139604,2.5232815745533856,3.3643750001559396,2.5232812499963737,3.364375089584458,2.5232812834764795
5,22.75,142.75,60.0,0.9974841265263262,0.02637180697063488,0.999999002667346,4.2857323632281916e-05,0.998994598451848,0.01055855340330469,3.320000087778917,2.4900000325679597,3.320000087778917,2.4900000325679597,3.3200006332550718,2.4900003173260363,3.3200000001527896,2.489999999996221,3.320000087778917,2.4900000325679597
5,23.0,143.0,60.0,0.9975055890548539,0.026146841577105482,0.9999990111650185,4.2492488473149474e-05,0.9990031621548348,0.010468620225679537,3.291750055155249,2.4688125203691533,3.291750055155249,2.4688125203691533,3.291750398127171,2.4688126991114503,3.2917500000960014,2.4688124999975334,3.291750055155249,2.4688125203691533
5,23.25,143.25,60.0,0.9975270503367811,0.025921889057297046,0.9999990196624522,4.212766080910911e-05,0.9990117256958378,0.010378688789633009,3.263500054433291,2.4476250200083074,3.263500054433291,2.4476250200083074,3.263500393134961,2.4476251962264572,3.2635000000947416,2.4476249999974757,3.263500054433291,2.4476250200083074
5,23.5,143.5,60.0,0.9975485106777384,0.02569694623532114,0.9999990281596911,4.176283870701393e-05,0.9990202890873889,0.010288758897778928,3.2352500537157334,2.4264375196507255,3.2352500537157334,2.4264375196507255,3.2352503881758654,2.4264376933648144,3.2352500000934903,2.4264374999974176,3.2352500537157334,2.4264375196507255
5,23.75,143.75,60.0,0.9975699700778563,0.02547201310983548,0.9999990366567357,4.1398022166215856e-05,0.9990288523294951,0.010198830550006532,3.2070000530024942,2.4052500192963753,3.2070000530024942,2.4052500192963753,3.2070003832442078,2.4052501905236805,3.2070000000922465,2.4052499999973613,3.2070000530024942,2.4052500192963753
6,0.0,144.0,60.0,0.9975991189892945,0.02516647983525777,0.999999048198843,4.090246286451356e-05,0.9990404844514343,0.010076673839847186,3.1686250706925305,2.3764687755656615,3.1686250706925305,2.3764687755656615,3.1686255115635067,2.376469003612774,3.168625000123029,2.3764687499963166,3.1686250706925305,2.3764687755656615
6,0.25,144.25,60.0,0.997628266350182,0.024860962490484424,0.9999990597406182,4.040691264687599e-05,0.9990521163051492,0.009954519856996415,3.130250069396672,2.347687524926939,3.130250069396672,2.347687524926939,3.13025050259483,2.347687748467642,3.130250000120769,2.347687499996219,3.130250069396672,2.347687524926939
6,0.5,144.5,60.0,0.9976574119757984,0.02455546302975045,0.9999990712820347,3.991137268731346e-05,0.9990637478831508,0.009832368722869033,3.0918750681115905,2.318906274296297,3.0918750681115905,2.318906274296297,3.0918754936916213,2.318906493372263,3.091875000118528,2.318906249996126,3.0918750681115905,2.318906274296297
6,0.75,144.75,60.0,0.9976865558664471,0.02424998144993612,0.9999990828230927,3.941584298437061e-05,0.9990753791854582,0.00971022043726975,3.05350006683733,2.290125023673755,3.05350006683733,2.290125023673755,3.053500484857103,2.2901252383282285,3.053500000116306,2.2901249999960376,3.05350006683733,2.290125023673755
6,1.0,145.0,60.0,0.9977081043145654,0.024024113808621222,0.9999990913565028,3.904944703528268e-05,0.9990839793590975,0.009619904038866462,3.025125048728717,2.2688437671680783,3.025125048728717,2.2688437671680783,3.0251253537115335,2.26884392348872,3.0251250000847922,2.268843749997022,3.025125048728717,2.2688437671680783
6,1.25,145.25,60.0,0.9977296516406039,0.02379825782737844,0.9999990998896915,3.8683057803720986e-05,0.9990925793750726,0.009529589314814554,2.9967500480415197,2.247562516834824,2.9967500480415197,2.247562516834824,2.996750348939024,2.2475626707747725,2.9967500000835936,2.247562499996976,2.9967500480415197,2.247562516834824
6,1.5,145.5,60.0,0.9977511980184992,0.023572411617876203,0.9999991084226845,3.831667417772811e-05,0.999101179240344,0.00943927614786263,2.9683750473587343,2.2262812665048584,2.9683750473587343,2.2262812665048584,2.9683753441971095,2.226281418082961,2.968375000082402,2.2262812499969313,2.9683750473587343,2.2262812665048584
6,1.75,145.75,60.0,0.9977727434483793,0.023346575178788513,0.9999991169554813,3.795029615668582e-05,0.9991097789549188,0.009348964537935402,2.9400000466803227,2.2050000161781655,2.9400000466803227,2.2050000161781655,2.9400003394829346,2.205000165411884,2.94000000008122,2.2049999999968883,2.9400000466803227,2.2050000161781655
6,2.0,146.0,60.0,0.9977972299906445,0.023089910216491094,0.9999991266533025,3.753389135026818e-05,0.9991195528943654,0.009246321559202726,2.907750052184925,2.1808125179700655,2.907750052184925,2.1808125179700655,2.907750379793215,2.180812684579876,2.9077500000907937,2.1808124999964096,2.907750052184925,2.1808125179700655
6,2.25,146.25,60.0,0.9978217153734733,0.022833257153324012,0.9999991363508802,3.711749336577318e-05,0.9991293266417316,0.00914368054697607,2.8755000513210307,2.156625017557374,2.8755000513210307,2.156625017557374,2.875500373783496,2.1566251811889314,2.875500000089287,2.1566249999963576,2.8755000513210307,2.156625017557374
6,2.5,146.5,60.0,0.9978461995321987,0.022576616705956627,0.9999991460482047,3.6701102619095004e-05,0.9991391001944652,0.009041041545731413,2.8432500504635416,2.132437517149479,2.8432500504635416,2.132437517149479,2.843250367813459,2.132437677827913,2.843250000087794,2.132437499996308,2.8432500504635416,2.132437517149479
6,2.75,146.75,60.0,0.9978706824670021,0.02231998887252789,0.9999991557452759,3.62847191093535e-05,0.9991488735525773,0.008938404555349336,2.8110000496124696,2.108250016746389,2.8110000496124696,2.108250016746389,2.8110003618840986,2.108250174497299,2.811000000086309,2.108249999996261,2.8110000496124696,2.108250016746389
6,3.0,147.0,60.0,0.9978537921503174,0.022497030890063087,0.9999991490552016,3.657198499708493e-05,0.9991421307483139,0.009009215290451596,2.833249965367644,2.124937488255296,2.833249965367644,2.124937488255296,2.833249747536447,2.124937378043112,2.833249999939754,2.1249375000025577,2.833249965367644,2.124937488255296
6,3.25,147.25,60.0,0.9978369003783099,0.0226740888228778,0.9999991423648819,3.685925997435509e-05,0.9991353878173679,0.00908002759739217,2.855499964960744,2.14162498806215,2.855499964960744,2.14162498806215,2.8554997446908925,2.1416248764438643,2.8554999999390427,2.1416250000025343,2.855499964960744,2.14162498806215
6,3.5,147.5,60.0,0.9978200080236976,0.022851152760118787,0.9999991356744415,3.714653839645734e-05,0.9991286447937828,0.009150840861494387,2.87774996455191,2.1583124878674886,2.87774996455191,2.1583124878674886,2.8777497418450326,2.1583123748409188,2.8777499999383296,2.15831250000251,2.87774996455191,2.1583124878674886
6,3.75,147.75,60.0,0.9978031150864394,0.023028222702199994,0.9999991289838807,3.7433820263575717e-05,0.9991219016775547,0.009221655082797466,2.8999999641409677,2.1749999876712494,2.8999999641409677,2.1749999876712494,2.899999738985809,2.1749998732279843,2.899999999937613,2.1750000000024854,2.8999999641409677,2.1749999876712494
6,4.0,148.0,60.0,0.9978031147191103,0.023028226802951326,0.9999991289838278,3.743382262890519e-05,0.9991219016630882,0.009221655337229726,2.899999999999924,2.1749999999999727,2.899999999999924,2.1749999999999727,2.8999999999943227,2.1749999999972474,2.8999999999999986,2.1750000000000003,2.899999999999924,2.1749999999999727
6,4.25,148.25,60.0,0.9978031147191023,0.023028226803036695,0.9999991289838278,3.7433822628951576e-05,0.9991219016630882,0.009221655337229726,2.9,2.1749999999999994,2.9,2.1749999999999994,2.9,2.1749999999999994,2.9,2.1749999999999994,2.9,2.1749999999999994
6,4.5,148.5,60.0,0.9978031147191023,0.023028226803036695,0.9999991289838278,3.7433822628951576e-05,0.9991219016630882,0.009221655337229726,2.9,2.1749999999999994,2.9,2.1749999999999994,2.9,2.1749999999999994,2.9,2.1749999999999994,2.9,2.1749999999999994
6,4.75,148.75,60.0,0.9978031147191023,0.023028226803036695,0.9999991289838278,3.7433822628951576e-05,0.9991219016630882,0.009221655337229726,2.9,2.1749999999999994,2.9,2.1749999999999994,2.9,2.1749999999999994,2.9,2.1749999999999994,2.9,2.1749999999999994
6,5.0,149.0,60.0,0.9977663856111613,0.023413216482944598,0.9999991144371964,3.8058425305366074e-05,0.9991072407798254,0.009375619341286731,2.948374920079632,2.2112812222564893,2.948374920079632,2.2112812222564893,2.9483744189273793,2.2112809666952806,2.9483749998609516,2.211281250005284,2.948374920079632,2.2112812222564893
6,5.25,149.25,60.0,0.9977296529496484,0.023798243471399323,0.9999990998898803,3.8683049412564944e-05,0.9990925794271387,0.009529588423709781,2.9967499180995087,2.247562471300786,2.9967499180995087,2.247562471300786,2.996749405162085,2.2475622088875116,2.996749999857498,2.2475625000051567,2.9967499180995087,2.247562471300786
6,5.5,149.5,60.0,0.9976929175325199,0.02418329885972732,0.999999085341994,3.9307689811291775e-05,0.999077917636441,0.0096835620317443,3.0451249160978837,2.283843720328925,3.0451249160978837,2.283843720328925,3.0451243912719645,2.2838434509831465,3.045124999854007,2.283843750005021,3.0451249160978837,2.283843720328925
6,5.75,149.75,60.0,0.9976561793591786,0.024568382654093925,0.9999990707935383,3.993234650443733e-05,0.9990632554076938,0.00983754016578747,3.0934999140745876,2.3201249693408452,3.0934999140745876,2.3201249693408452,3.0934993772443242,2.3201246929759907,3.0934999998504793,2.3201250000048796,3.0934999140745876,2.3201249693408452
6,6.0,150.0,60.0,0.9976009257171518,0.02514754966462182,0.9999990496767559,4.087175022055758e-05,0.9990428846482808,0.010117060472702086,3.166249877916147,2.374687454778941,3.166249877916147,2.374687454778941,3.166249031389145,2.3746870198997634,3.1662499997719182,2.3746875000060137,3.166249877916147,2.374687454778941
6,6.25,150.25,60.0,0.9975456654091459,0.025726785578402925,0.9999990285586698,4.181119214625615e-05,0.9990225130202187,0.010396592418758413,3.238999873683348,2.4292499526712623,3.238999873683348,2.4292499526712623,3.238998998799932,2.4292495011464084,3.2389999997639163,2.4292500000056467,3.238999873683348,2.4292499526712623
6,6.5,150.5,60.0,0.9974903988622329,0.026306085789906543,0.9999990074393392,4.275066961931202e-05,0.9990021405342547,0.01067613572043625,3.311749869386242,2.483812450515427,3.311749869386242,2.483812450515427,3.311748965749702,2.4838119820465576,3.311749999755789,2.483812500005253,3.311749869386242,2.483812450515427
6,6.75,150.75,60.0,0.9974351260743287,0.026885450320688262,0.9999989863187663,4.369018264949123e-05,0.9989817671946916,0.01095569050498686,3.3844998650247833,2.5383749483114064,3.3844998650247833,2.5383749483114064,3.3844989322306196,2.538374462596254,3.384499999747539,2.5383750000048404,3.3844998650247833,2.5383749483114064
6,7.0,151.0,60.0,0.9973707578039233,0.02756045603967494,0.9999989909495947,4.4783502421994045e-05,0.9990223918635233,0.013117789803327408,3.4692503398770707,2.6019375554022224,3.4692503398770707,2.6019375554022224,3.4692487107402443,2.601936847300447,3.469249999899205,2.6019374999570104,3.4692503398770707,2.6019375554022224
6,7.25,151.25,60.0,0.997306380828756,0.028235551456852335,0.9999989955769528,4.587692073791118e-05,0.999063011966216,0.015279711172422087,3.554000337201512,2.665500048567018,3.554000337201512,2.665500048567018,3.5539986638386045,2.6654993198415364,3.5539999998882195,2.6654999999544136,3.554000337201512,2.665500048567018
6,7.5,151.5,60.0,0.9972419953764983,0.028910734231618898,0.9999990002008176,4.697043888754307e-05,0.9991036273362152,0.017441457008531395,3.6387503340048206,2.729062541343588,3.6387503340048206,2.729062541343588,3.6387486161988947,2.729061791829844,3.6387499998768282,2.729062499951742,3.6387503340048206,2.729062541343588
6,7.75,151.75,60.0,0.9971776014438363,0.02958600439821391,0.9999990048211884,4.806405686916703e-05,0.9991442379748494,0.01960302736684095,3.723500330288399,2.792625033732522,3.723500330288399,2.792625033732522,3.7234985678159123,2.7926242632626,3.7234999998650324,2.7926249999489974,3.723500330288399,2.792625033732522
6,8.0,152.0,60.0,0.9970993492928896,0.030406798827250642,0.9999990297159917,4.9392789269850774e-05,0.9992360365486784,0.023441000409835332,3.826500705164875,2.8698750558162773,3.826500705164875,2.8698750558162773,3.8264981873447517,2.86987406171758,3.826499999935698,2.869874999887357,3.826500705164875,2.8698750558162773
6,8.25,152.25,60.0,0.9970210842118681,0.031227726391398897,0.9999990545995121,5.072184351905921e-05,0.9993278138624632,0.0272782666864204,3.929500673190937,2.9471250193110987,3.929500673190937,2.9471250193110987,3.929498113325447,2.9471240176154536,3.9294999999035816,2.94712499987882,3.929500673190937,2.9471250193110987
6,8.5,152.5,60.0,0.9969428065851396,0.032048783320785194,0.9999990794717741,5.2051219424008965e-05,0.9994195698178331,0.03111482926762951,4.032500638583261,3.024374980841923,4.032500638583261,3.024374980841923,4.032498037976927,3.0243739725181116,4.032499999869887,3.0243749998699925,4.032500638583261,3.024374980841923
6,8.75,152.75,60.0,0.996864516406744,0.032869969676909326,0.9999991043327819,5.338091686170602e-05,0.9995113044277927,0.034950688610017246,4.135500601345577,3.101624940411061,4.135500601345577,3.101624940411061,4.135497961288886,3.101623926419942,4.135499999834612,3.101624999860874,4.135500601345577,3.101624940411061
6,9.0,153.0,60.0,0.996908957461093,0.03240358969141768,0.9999990678490863,5.262596918352014e-05,0.9994099775264588,0.03136759891594633,4.076999270511569,3.057750019615571,4.076999270511569,3.057750019615571,4.077001132473571,3.05775059467997,4.076999999945356,3.0577500001437636,4.076999270511569,3.057750019615571
6,9.25,153.25,60.0,0.9969533983562915,0.03193721515182703,0.9999990313549296,5.1871319137524484e-05,0.9993086259004654,0.027783795331169328,4.018499223743508,3.013874976650988,4.018499223743508,3.013874976650988,4.0185011079766415,3.0138755799734045,4.018499999915989,3.0138750001362418,4.018499223743508,3.013874976650988
6,9.5,153.5,60.0,0.9969978351971176,0.03147088253159803,0.9999989948498379,5.111698157248436e-05,0.9992072497818758,0.024199265727902042,3.9599991785981232,2.9699999348950707,3.9599991785981232,2.9699999348950707,3.9600010836261808,2.9700005653983603,3.9599999998874655,2.9700000001288798,3.9599991785981232,2.9699999348950707
6,9.75,153.75,60.0,0.99704226798454,0.031004591820727456,0.9999989583338063,5.036295666438708e-05,0.9991058491567839,0.020614009670873713,3.90149913507532,2.9261248943492038,3.90149913507532,2.9261248943492038,3.901501059521475,2.9261255510066433,3.901499999859805,2.9261250001216763,3.90149913507532,2.9261248943492038
6,10.0,154.0,60.0,0.9969838878146684,0.031616336356560894,0.9999989183412109,5.135492597425638e-05,0.9990453859039073,0.01979723190998228,3.9782494763006486,2.983687400559084,3.9782494763006486,2.983687400559084,3.9782485658936797,2.9836867515998313,3.978249999529073,2.983687500053709,3.9782494763006486,2.983687400559084
